,tweet_id,timestamp,favorites,retweets
55,881536004380872706,Sun Jul 02 15:32:16 +0000 2017,50199,16570
56,881268444196462592,Sat Jul 01 21:49:04 +0000 2017,23501,5358
57,880935762899988482,Fri Jun 30 23:47:07 +0000 2017,17346,2886
58,880872448815771648,Fri Jun 30 19:35:32 +0000 2017,21734,3989
59,880465832366813184,Thu Jun 29 16:39:47 +0000 2017,29075,6546
60,880221127280381952,Thu Jun 29 00:27:25 +0000 2017,27640,4436
61,880095782870896641,Wed Jun 28 16:09:20 +0000 2017,28150,4533
62,879862464715927552,Wed Jun 28 00:42:13 +0000 2017,22667,3642
63,879674319642796034,Tue Jun 27 12:14:36 +0000 2017,315,10
64,879492040517615616,Tue Jun 27 00:10:17 +0000 2017,23822,3323
65,879415818425184262,Mon Jun 26 19:07:24 +0000 2017,107956,45849
66,879376492567855104,Mon Jun 26 16:31:08 +0000 2017,17099,3261
67,879130579576475649,Mon Jun 26 00:13:58 +0000 2017,0,7181
68,879050749262655488,Sun Jun 25 18:56:45 +0000 2017,23022,4941
69,879008229531029506,Sun Jun 25 16:07:47 +0000 2017,19317,2812
70,878776093423087618,Sun Jun 25 00:45:22 +0000 2017,19763,4319
71,878604707211726852,Sat Jun 24 13:24:20 +0000 2017,30931,7582
72,878404777348136964,Sat Jun 24 00:09:53 +0000 2017,0,1349
73,878316110768087041,Fri Jun 23 18:17:33 +0000 2017,0,6965
74,878281511006478336,Fri Jun 23 16:00:04 +0000 2017,7913,1349
75,878057613040115712,Fri Jun 23 01:10:23 +0000 2017,42876,7181
76,877736472329191424,Thu Jun 22 03:54:17 +0000 2017,71144,17300
77,877611172832227328,Wed Jun 21 19:36:23 +0000 2017,0,83
78,877556246731214848,Wed Jun 21 15:58:08 +0000 2017,23258,3994
79,877316821321428993,Wed Jun 21 00:06:44 +0000 2017,27907,5414
80,877201837425926144,Tue Jun 20 16:29:50 +0000 2017,27755,5880
81,876838120628539392,Mon Jun 19 16:24:33 +0000 2017,21125,3506
82,876537666061221889,Sun Jun 18 20:30:39 +0000 2017,23869,4800
83,876484053909872640,Sun Jun 18 16:57:37 +0000 2017,19163,2511
84,876120275196170240,Sat Jun 17 16:52:05 +0000 2017,28490,4903
85,875747767867523072,Fri Jun 16 16:11:53 +0000 2017,25773,4497
86,875144289856114688,Thu Jun 15 00:13:52 +0000 2017,22185,5081
87,875097192612077568,Wed Jun 14 21:06:43 +0000 2017,27997,6342
88,875021211251597312,Wed Jun 14 16:04:48 +0000 2017,26022,4922
89,874680097055178752,Tue Jun 13 17:29:20 +0000 2017,28439,4875
90,874434818259525634,Tue Jun 13 01:14:41 +0000 2017,0,15546
91,874296783580663808,Mon Jun 12 16:06:11 +0000 2017,26651,4308
92,874057562936811520,Mon Jun 12 00:15:36 +0000 2017,23134,4125
93,874012996292530176,Sun Jun 11 21:18:31 +0000 2017,35501,11007
94,873697596434513921,Sun Jun 11 00:25:14 +0000 2017,0,12518
95,873580283840344065,Sat Jun 10 16:39:04 +0000 2017,24837,4143
96,873337748698140672,Sat Jun 10 00:35:19 +0000 2017,0,1667
97,873213775632977920,Fri Jun 09 16:22:42 +0000 2017,7467,1667
98,872967104147763200,Fri Jun 09 00:02:31 +0000 2017,28031,5669
99,872820683541237760,Thu Jun 08 14:20:41 +0000 2017,15029,3884
100,872668790621863937,Thu Jun 08 04:17:07 +0000 2017,0,31
101,872620804844003328,Thu Jun 08 01:06:27 +0000 2017,21309,3911
102,872486979161796608,Wed Jun 07 16:14:40 +0000 2017,41606,9429
103,872261713294495745,Wed Jun 07 01:19:32 +0000 2017,35085,6649
104,872122724285648897,Tue Jun 06 16:07:15 +0000 2017,35324,8549
105,871879754684805121,Tue Jun 06 00:01:46 +0000 2017,39090,11918
106,871762521631449091,Mon Jun 05 16:15:56 +0000 2017,20787,3678
107,871515927908634625,Sun Jun 04 23:56:03 +0000 2017,20730,3628
108,871166179821445120,Sun Jun 04 00:46:17 +0000 2017,0,5991
109,871102520638267392,Sat Jun 03 20:33:19 +0000 2017,21461,5764
110,871032628920680449,Sat Jun 03 15:55:36 +0000 2017,23255,3999
111,870804317367881728,Sat Jun 03 00:48:22 +0000 2017,33791,6393
112,870726314365509632,Fri Jun 02 19:38:25 +0000 2017,121,3
113,870656317836468226,Fri Jun 02 15:00:16 +0000 2017,12819,2817
114,870374049280663552,Thu Jun 01 20:18:38 +0000 2017,85011,27680
115,870308999962521604,Thu Jun 01 16:00:09 +0000 2017,22453,4384
116,870063196459192321,Wed May 31 23:43:25 +0000 2017,37771,8840
117,869988702071779329,Wed May 31 18:47:24 +0000 2017,0,25661
118,869772420881756160,Wed May 31 04:27:59 +0000 2017,43710,10663
119,869702957897576449,Tue May 30 23:51:58 +0000 2017,29116,6728
120,869596645499047938,Tue May 30 16:49:31 +0000 2017,16476,3327
121,869227993411051520,Mon May 29 16:24:37 +0000 2017,21112,4023
122,868880397819494401,Sun May 28 17:23:24 +0000 2017,55098,12518
123,868639477480148993,Sun May 28 01:26:04 +0000 2017,0,2240
124,868622495443632128,Sun May 28 00:18:35 +0000 2017,28295,6275
125,868552278524837888,Sat May 27 19:39:34 +0000 2017,10539,2240
126,867900495410671616,Fri May 26 00:29:37 +0000 2017,24964,4439
127,867774946302451713,Thu May 25 16:10:44 +0000 2017,35179,7788
128,867421006826221569,Wed May 24 16:44:18 +0000 2017,16755,2697
129,867072653475098625,Tue May 23 17:40:04 +0000 2017,0,135
130,867051520902168576,Tue May 23 16:16:06 +0000 2017,33420,8425
131,866816280283807744,Tue May 23 00:41:20 +0000 2017,0,32883
132,866720684873056260,Mon May 22 18:21:28 +0000 2017,20888,5168
133,866686824827068416,Mon May 22 16:06:55 +0000 2017,20070,3727
134,866450705531457537,Mon May 22 00:28:40 +0000 2017,106827,32883
135,866334964761202691,Sun May 21 16:48:45 +0000 2017,54720,15546
136,866094527597207552,Sun May 21 00:53:21 +0000 2017,0,8952
137,865718153858494464,Fri May 19 23:57:46 +0000 2017,26640,6008
138,865359393868664832,Fri May 19 00:12:11 +0000 2017,27530,5384
139,865006731092295680,Thu May 18 00:50:50 +0000 2017,29063,8209
140,864873206498414592,Wed May 17 16:00:15 +0000 2017,33651,9361
141,864279568663928832,Tue May 16 00:41:21 +0000 2017,15195,3266
142,864197398364647424,Mon May 15 19:14:50 +0000 2017,31459,9616
143,863907417377173506,Mon May 15 00:02:33 +0000 2017,21477,4441
144,863553081350529029,Sun May 14 00:34:33 +0000 2017,15935,4489
145,863471782782697472,Sat May 13 19:11:30 +0000 2017,0,2687
146,863432100342583297,Sat May 13 16:33:49 +0000 2017,24829,5664
147,863427515083354112,Sat May 13 16:15:35 +0000 2017,2363,105
148,863079547188785154,Fri May 12 17:12:53 +0000 2017,9094,1195
149,863062471531167744,Fri May 12 16:05:02 +0000 2017,8945,2687
150,862831371563274240,Fri May 12 00:46:44 +0000 2017,20011,5457
151,862722525377298433,Thu May 11 17:34:13 +0000 2017,17779,3809
152,862457590147678208,Thu May 11 00:01:27 +0000 2017,21492,5388
153,862096992088072192,Wed May 10 00:08:34 +0000 2017,66437,21840
154,861769973181624320,Tue May 09 02:29:07 +0000 2017,0,37911
155,861383897657036800,Mon May 08 00:54:59 +0000 2017,37744,11528
156,861288531465048066,Sun May 07 18:36:02 +0000 2017,18032,4479
157,861005113778896900,Sat May 06 23:49:50 +0000 2017,17538,4119
158,860981674716409858,Sat May 06 22:16:42 +0000 2017,0,2334
159,860924035999428608,Sat May 06 18:27:40 +0000 2017,0,882
160,860563773140209665,Fri May 05 18:36:06 +0000 2017,7878,2334
161,860524505164394496,Fri May 05 16:00:04 +0000 2017,24678,5698
162,860276583193509888,Thu May 04 23:34:55 +0000 2017,19154,3745
163,860184849394610176,Thu May 04 17:30:24 +0000 2017,17474,6295
164,860177593139703809,Thu May 04 17:01:34 +0000 2017,0,33421
165,859924526012018688,Thu May 04 00:15:58 +0000 2017,20021,4349
166,859851578198683649,Wed May 03 19:26:06 +0000 2017,16105,3780
167,859607811541651456,Wed May 03 03:17:27 +0000 2017,19476,1704
168,859196978902773760,Tue May 02 00:04:57 +0000 2017,75193,25661
169,859074603037188101,Mon May 01 15:58:40 +0000 2017,35553,14740
170,858860390427611136,Mon May 01 01:47:28 +0000 2017,0,8805
171,858843525470990336,Mon May 01 00:40:27 +0000 2017,16304,3771
172,858471635011153920,Sun Apr 30 00:02:42 +0000 2017,22640,5271
173,858107933456039936,Fri Apr 28 23:57:28 +0000 2017,16524,3154
174,857989990357356544,Fri Apr 28 16:08:49 +0000 2017,16952,2812
175,857746408056729600,Fri Apr 28 00:00:54 +0000 2017,36021,11524
176,857393404942143489,Thu Apr 27 00:38:11 +0000 2017,6236,1785
177,857263160327368704,Wed Apr 26 16:00:39 +0000 2017,21041,4934
178,857214891891077121,Wed Apr 26 12:48:51 +0000 2017,242,20
179,857062103051644929,Wed Apr 26 02:41:43 +0000 2017,0,183
180,857029823797047296,Wed Apr 26 00:33:27 +0000 2017,19910,4364
181,856602993587888130,Mon Apr 24 20:17:23 +0000 2017,0,11633
182,856543823941562368,Mon Apr 24 16:22:16 +0000 2017,17135,3131
183,856526610513747968,Mon Apr 24 15:13:52 +0000 2017,12446,2068
184,856330835276025856,Mon Apr 24 02:15:55 +0000 2017,0,731
185,856288084350160898,Sun Apr 23 23:26:03 +0000 2017,545,17
186,856282028240666624,Sun Apr 23 23:01:59 +0000 2017,29086,6841
187,855862651834028034,Sat Apr 22 19:15:32 +0000 2017,320,27
188,855860136149123072,Sat Apr 22 19:05:32 +0000 2017,4407,1058
189,855857698524602368,Sat Apr 22 18:55:51 +0000 2017,12498,2313
190,855851453814013952,Sat Apr 22 18:31:02 +0000 2017,47844,19196
191,855818117272018944,Sat Apr 22 16:18:34 +0000 2017,28056,5943
192,855459453768019968,Fri Apr 21 16:33:22 +0000 2017,31657,8987
193,855245323840757760,Fri Apr 21 02:22:29 +0000 2017,0,6568
194,855138241867124737,Thu Apr 20 19:16:59 +0000 2017,0,50
195,854732716440526848,Wed Apr 19 16:25:34 +0000 2017,24188,6690
196,854482394044301312,Tue Apr 18 23:50:52 +0000 2017,31131,7608
197,854365224396361728,Tue Apr 18 16:05:17 +0000 2017,20046,5159
198,854120357044912130,Mon Apr 17 23:52:16 +0000 2017,33911,8285
199,854010172552949760,Mon Apr 17 16:34:26 +0000 2017,17169,3433
200,853760880890318849,Mon Apr 17 00:03:50 +0000 2017,30414,6403
201,853639147608842240,Sun Apr 16 16:00:07 +0000 2017,37198,11265
202,853299958564483072,Sat Apr 15 17:32:18 +0000 2017,16508,3928
203,852936405516943360,Fri Apr 14 17:27:40 +0000 2017,0,2243
204,852912242202992640,Fri Apr 14 15:51:39 +0000 2017,9658,2037
205,852672615818899456,Thu Apr 13 23:59:28 +0000 2017,15939,2388
206,852553447878664193,Thu Apr 13 16:05:56 +0000 2017,17492,3885
207,852311364735569921,Thu Apr 13 00:03:59 +0000 2017,35325,10961
208,852226086759018497,Wed Apr 12 18:25:07 +0000 2017,21378,7570
209,852189679701164033,Wed Apr 12 16:00:27 +0000 2017,12217,1741
210,851953902622658560,Wed Apr 12 00:23:33 +0000 2017,0,10706
211,851861385021730816,Tue Apr 11 18:15:55 +0000 2017,0,23
212,851591660324737024,Tue Apr 11 00:24:08 +0000 2017,17300,3819
213,851464819735769094,Mon Apr 10 16:00:07 +0000 2017,25944,7855
214,851224888060895234,Mon Apr 10 00:06:42 +0000 2017,22090,6350
215,850753642995093505,Sat Apr 08 16:54:09 +0000 2017,33348,10352
216,850380195714523136,Fri Apr 07 16:10:12 +0000 2017,13994,2915
217,850333567704068097,Fri Apr 07 13:04:55 +0000 2017,3647,367
218,850145622816686080,Fri Apr 07 00:38:06 +0000 2017,17519,4244
219,850019790995546112,Thu Apr 06 16:18:05 +0000 2017,21944,5459
220,849776966551130114,Thu Apr 06 00:13:11 +0000 2017,32390,8404
221,849668094696017920,Wed Apr 05 17:00:34 +0000 2017,0,5513
222,849412302885593088,Wed Apr 05 00:04:08 +0000 2017,17039,3487
223,849336543269576704,Tue Apr 04 19:03:06 +0000 2017,12240,2101
224,849051919805034497,Tue Apr 04 00:12:06 +0000 2017,32617,7396
225,848690551926992896,Mon Apr 03 00:16:10 +0000 2017,27104,4826
226,848324959059550208,Sun Apr 02 00:03:26 +0000 2017,20229,4037
227,848213670039564288,Sat Apr 01 16:41:12 +0000 2017,8834,832
228,848212111729840128,Sat Apr 01 16:35:01 +0000 2017,17618,3444
229,847978865427394560,Sat Apr 01 01:08:10 +0000 2017,0,3652
230,847971574464610304,Sat Apr 01 00:39:12 +0000 2017,0,482
231,847962785489326080,Sat Apr 01 00:04:17 +0000 2017,25296,5730
232,847842811428974592,Fri Mar 31 16:07:33 +0000 2017,5935,1522
233,847617282490613760,Fri Mar 31 01:11:22 +0000 2017,7558,468
234,847606175596138505,Fri Mar 31 00:27:14 +0000 2017,20208,3774
235,847251039262605312,Thu Mar 30 00:56:03 +0000 2017,22036,4800
236,847157206088847362,Wed Mar 29 18:43:12 +0000 2017,21588,6572
237,847116187444137987,Wed Mar 29 16:00:12 +0000 2017,23108,3583
238,846874817362120707,Wed Mar 29 00:01:05 +0000 2017,21685,4404
239,846514051647705089,Tue Mar 28 00:07:32 +0000 2017,48410,13076
240,846505985330044928,Mon Mar 27 23:35:28 +0000 2017,15304,3492
241,846153765933735936,Mon Mar 27 00:15:53 +0000 2017,34394,10226
242,846139713627017216,Sun Mar 26 23:20:02 +0000 2017,33188,10972
243,846042936437604353,Sun Mar 26 16:55:29 +0000 2017,17256,3224
244,845812042753855489,Sun Mar 26 01:38:00 +0000 2017,31737,9894
245,845677943972139009,Sat Mar 25 16:45:08 +0000 2017,27154,5365
246,845459076796616705,Sat Mar 25 02:15:26 +0000 2017,0,15071
247,845397057150107648,Fri Mar 24 22:08:59 +0000 2017,8241,2072
248,845306882940190720,Fri Mar 24 16:10:40 +0000 2017,25225,6039
249,845098359547420673,Fri Mar 24 02:22:04 +0000 2017,0,8640
250,844979544864018432,Thu Mar 23 18:29:57 +0000 2017,14738,2909
251,844973813909606400,Thu Mar 23 18:07:10 +0000 2017,16361,3617
252,844704788403113984,Thu Mar 23 00:18:10 +0000 2017,42022,11633
253,844580511645339650,Wed Mar 22 16:04:20 +0000 2017,17871,3533
254,844223788422217728,Tue Mar 21 16:26:50 +0000 2017,14753,2450
255,843981021012017153,Tue Mar 21 00:22:10 +0000 2017,16327,3285
256,843856843873095681,Mon Mar 20 16:08:44 +0000 2017,23211,5220
257,843604394117681152,Sun Mar 19 23:25:35 +0000 2017,18310,3081
258,843235543001513987,Sat Mar 18 22:59:54 +0000 2017,23315,6852
259,842892208864923648,Sat Mar 18 00:15:37 +0000 2017,0,56625
260,842846295480000512,Fri Mar 17 21:13:10 +0000 2017,16440,4023
261,842765311967449089,Fri Mar 17 15:51:22 +0000 2017,7321,1439
262,842535590457499648,Fri Mar 17 00:38:32 +0000 2017,19637,3937
263,842163532590374912,Thu Mar 16 00:00:07 +0000 2017,26569,6568
264,842115215311396866,Wed Mar 15 20:48:07 +0000 2017,15204,3386
265,841833993020538882,Wed Mar 15 02:10:39 +0000 2017,0,17504
266,841680585030541313,Tue Mar 14 16:01:03 +0000 2017,27854,8748
267,841439858740625411,Tue Mar 14 00:04:30 +0000 2017,13755,4168
268,841320156043304961,Mon Mar 13 16:08:50 +0000 2017,21402,6080
269,841314665196081154,Mon Mar 13 15:47:01 +0000 2017,17305,5312
270,841077006473256960,Mon Mar 13 00:02:39 +0000 2017,24926,5991
271,840761248237133825,Sun Mar 12 03:07:56 +0000 2017,0,1972
272,840728873075638272,Sun Mar 12 00:59:17 +0000 2017,0,18285
273,840698636975636481,Sat Mar 11 22:59:09 +0000 2017,197,3
274,840696689258311684,Sat Mar 11 22:51:24 +0000 2017,13377,1116
275,840632337062862849,Sat Mar 11 18:35:42 +0000 2017,9761,1972
276,840370681858686976,Sat Mar 11 01:15:58 +0000 2017,17918,5146
277,840268004936019968,Fri Mar 10 18:27:58 +0000 2017,20950,6497
278,839990271299457024,Fri Mar 10 00:04:21 +0000 2017,14640,2597
279,839549326359670784,Wed Mar 08 18:52:12 +0000 2017,29957,8805
280,839290600511926273,Wed Mar 08 01:44:07 +0000 2017,0,158
281,839239871831150596,Tue Mar 07 22:22:32 +0000 2017,29684,7422
282,838952994649550848,Tue Mar 07 03:22:35 +0000 2017,21289,4505
283,838921590096166913,Tue Mar 07 01:17:48 +0000 2017,12183,2357
284,838916489579200512,Tue Mar 07 00:57:32 +0000 2017,0,38
285,838831947270979586,Mon Mar 06 19:21:35 +0000 2017,0,12643
286,838561493054533637,Mon Mar 06 01:26:54 +0000 2017,11892,1504
287,838476387338051585,Sun Mar 05 19:48:43 +0000 2017,24664,5484
288,838201503651401729,Sun Mar 05 01:36:26 +0000 2017,0,11525
289,838150277551247360,Sat Mar 04 22:12:52 +0000 2017,1824,370
290,838085839343206401,Sat Mar 04 17:56:49 +0000 2017,150,0
291,838083903487373313,Sat Mar 04 17:49:08 +0000 2017,19183,3582
292,837820167694528512,Sat Mar 04 00:21:08 +0000 2017,37277,8952
293,837482249356513284,Fri Mar 03 01:58:22 +0000 2017,4204,495
294,837471256429613056,Fri Mar 03 01:14:41 +0000 2017,13967,2631
295,837366284874571778,Thu Mar 02 18:17:34 +0000 2017,23074,6005
296,837110210464448512,Thu Mar 02 01:20:01 +0000 2017,17480,2731
297,837012587749474308,Wed Mar 01 18:52:06 +0000 2017,0,88
298,836989968035819520,Wed Mar 01 17:22:13 +0000 2017,13879,2610
299,836753516572119041,Wed Mar 01 01:42:39 +0000 2017,21029,5237
300,836677758902222849,Tue Feb 28 20:41:37 +0000 2017,13782,2522
301,836648853927522308,Tue Feb 28 18:46:45 +0000 2017,0,626
302,836397794269200385,Tue Feb 28 02:09:08 +0000 2017,0,31314
303,836380477523124226,Tue Feb 28 01:00:19 +0000 2017,16037,3337
304,836260088725786625,Mon Feb 27 17:01:56 +0000 2017,23177,4850
305,836001077879255040,Sun Feb 26 23:52:43 +0000 2017,20924,4935
306,835685285446955009,Sun Feb 26 02:57:52 +0000 2017,0,9327
307,835574547218894849,Sat Feb 25 19:37:50 +0000 2017,19447,4121
308,835536468978302976,Sat Feb 25 17:06:32 +0000 2017,0,1939
309,835309094223372289,Sat Feb 25 02:03:02 +0000 2017,0,24013
310,835297930240217089,Sat Feb 25 01:18:40 +0000 2017,17847,3381
311,835264098648616962,Fri Feb 24 23:04:14 +0000 2017,8503,1939
312,835246439529840640,Fri Feb 24 21:54:03 +0000 2017,2259,83
313,835172783151792128,Fri Feb 24 17:01:22 +0000 2017,28552,6516
314,835152434251116546,Fri Feb 24 15:40:31 +0000 2017,24574,3443
315,834931633769889797,Fri Feb 24 01:03:08 +0000 2017,11838,1878
316,834786237630337024,Thu Feb 23 15:25:23 +0000 2017,22943,6159
317,834574053763584002,Thu Feb 23 01:22:14 +0000 2017,14993,2882
318,834477809192075265,Wed Feb 22 18:59:48 +0000 2017,0,12224
319,834458053273591808,Wed Feb 22 17:41:18 +0000 2017,10512,1899
320,834209720923721728,Wed Feb 22 01:14:30 +0000 2017,22594,5476
321,834167344700198914,Tue Feb 21 22:26:07 +0000 2017,17194,4130
322,834089966724603904,Tue Feb 21 17:18:39 +0000 2017,10971,2427
323,834086379323871233,Tue Feb 21 17:04:24 +0000 2017,14296,2512
324,833863086058651648,Tue Feb 21 02:17:06 +0000 2017,14661,2729
325,833826103416520705,Mon Feb 20 23:50:09 +0000 2017,16728,3904
326,833732339549220864,Mon Feb 20 17:37:34 +0000 2017,0,251
327,833722901757046785,Mon Feb 20 17:00:04 +0000 2017,22585,3636
328,833479644947025920,Mon Feb 20 00:53:27 +0000 2017,16258,2357
329,833124694597443584,Sun Feb 19 01:23:00 +0000 2017,22133,5513
330,832998151111966721,Sat Feb 18 17:00:10 +0000 2017,14549,2522
331,832769181346996225,Sat Feb 18 01:50:19 +0000 2017,0,43
332,832757312314028032,Sat Feb 18 01:03:09 +0000 2017,18423,4127
333,832682457690300417,Fri Feb 17 20:05:43 +0000 2017,13017,3368
334,832645525019123713,Fri Feb 17 17:38:57 +0000 2017,3195,594
335,832636094638288896,Fri Feb 17 17:01:29 +0000 2017,17379,3220
336,832397543355072512,Fri Feb 17 01:13:34 +0000 2017,13126,2548
337,832369877331693569,Thu Feb 16 23:23:38 +0000 2017,18792,3652
338,832273440279240704,Thu Feb 16 17:00:25 +0000 2017,12385,2673
339,832215909146226688,Thu Feb 16 13:11:49 +0000 2017,0,7069
340,832215726631055365,Thu Feb 16 13:11:05 +0000 2017,0,10723
341,832088576586297345,Thu Feb 16 04:45:50 +0000 2017,72,3
342,832040443403784192,Thu Feb 16 01:34:34 +0000 2017,0,11131
343,832032802820481025,Thu Feb 16 01:04:13 +0000 2017,13887,4746
344,831939777352105988,Wed Feb 15 18:54:34 +0000 2017,26404,7031
345,831926988323639298,Wed Feb 15 18:03:45 +0000 2017,369,39
346,831911600680497154,Wed Feb 15 17:02:36 +0000 2017,30380,7458
347,831670449226514432,Wed Feb 15 01:04:21 +0000 2017,11469,2059
348,831650051525054464,Tue Feb 14 23:43:18 +0000 2017,7908,2243
349,831552930092285952,Tue Feb 14 17:17:22 +0000 2017,9872,2632
350,831322785565769729,Tue Feb 14 02:02:51 +0000 2017,10042,1744
351,831315979191906304,Tue Feb 14 01:35:49 +0000 2017,7117,1264
352,831309418084069378,Tue Feb 14 01:09:44 +0000 2017,12819,2786
353,831262627380748289,Mon Feb 13 22:03:49 +0000 2017,13066,2350
354,830956169170665475,Mon Feb 13 01:46:03 +0000 2017,8735,1735
355,830583320585068544,Sun Feb 12 01:04:29 +0000 2017,73397,19297
356,830173239259324417,Fri Feb 10 21:54:58 +0000 2017,0,6554
357,830097400375152640,Fri Feb 10 16:53:37 +0000 2017,10804,3455
358,829878982036299777,Fri Feb 10 02:25:42 +0000 2017,0,5757
359,829861396166877184,Fri Feb 10 01:15:49 +0000 2017,13441,2243
360,829501995190984704,Thu Feb 09 01:27:41 +0000 2017,34913,12224
361,829449946868879360,Wed Feb 08 22:00:52 +0000 2017,11519,2329
362,829374341691346946,Wed Feb 08 17:00:26 +0000 2017,38074,10706
363,829141528400556032,Wed Feb 08 01:35:19 +0000 2017,26952,8530
364,829011960981237760,Tue Feb 07 17:00:28 +0000 2017,58302,18627
365,828801551087042563,Tue Feb 07 03:04:22 +0000 2017,0,3901
366,828770345708580865,Tue Feb 07 01:00:22 +0000 2017,28085,6746
367,828708714936930305,Mon Feb 06 20:55:28 +0000 2017,40241,12882
368,828650029636317184,Mon Feb 06 17:02:17 +0000 2017,10467,1544
369,828409743546925057,Mon Feb 06 01:07:28 +0000 2017,6898,1305
370,828408677031882754,Mon Feb 06 01:03:14 +0000 2017,8398,1477
371,828381636999917570,Sun Feb 05 23:15:47 +0000 2017,13864,2554
372,828376505180889089,Sun Feb 05 22:55:23 +0000 2017,8112,1216
373,828372645993398273,Sun Feb 05 22:40:03 +0000 2017,13756,3344
374,828361771580813312,Sun Feb 05 21:56:51 +0000 2017,2408,195
375,828046555563323392,Sun Feb 05 01:04:17 +0000 2017,12923,3260
376,828011680017821696,Sat Feb 04 22:45:42 +0000 2017,11411,2451
377,827933404142436356,Sat Feb 04 17:34:40 +0000 2017,22180,5987
378,827653905312006145,Fri Feb 03 23:04:02 +0000 2017,16983,3433
379,827600520311402496,Fri Feb 03 19:31:54 +0000 2017,8143,1082
380,827324948884643840,Fri Feb 03 01:16:53 +0000 2017,17523,3510
381,827228250799742977,Thu Feb 02 18:52:38 +0000 2017,0,13517
382,827199976799354881,Thu Feb 02 17:00:17 +0000 2017,11659,2579
